label,status,hit,latency_ms,expected_id,top5_ids,top5_names,used_payload_json
서울 성동구 강변북로 257 23 2400000만원,200,1,92.4,3290,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [23], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 고산자로 12 18 2400000만원,200,1,109.4,3289,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [18], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""고산자로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 360 42 2400000만원,200,0,105.2,3288,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 63 2400000만원,200,0,93.8,3287,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 31 2400000만원,200,0,82.2,3286,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [31], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 성수동1가 656-24 63 3300000만원,200,0,88.5,3285,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 3300000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""성수동1가""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 61 2400000만원,200,0,77.4,3284,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [61], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
전북특별자치도 고창군 공음면 선동리 78 42 2400000만원,200,1,72.7,3283,[3283],['test12'],"{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""전북특별자치도"", ""gunName"": ""고창군"", ""dongName"": ""공음면""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 30 1400000만원,200,1,71.3,3282,"[3282, 3259]","['123', '헤나 테스트']","{""totalAmount"": 1400000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 18 400000만원,200,0,105.9,3281,"[3303, 3301, 3294, 3293, 3292]","['채팅 테스트', '크레딧노트 테스트 매장', 'test', 'ㅅㄷㄴㅅ', 'testt']","{""totalAmount"": 400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [18], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 성수일로 1 63 200000만원,200,0,93.2,3280,"[3303, 3301, 3294, 3293, 3292]","['채팅 테스트', '크레딧노트 테스트 매장', 'test', 'ㅅㄷㄴㅅ', 'testt']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""성수일로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 광진구 광나루로 441 31 200000만원,200,0,79.6,3279,"[398, 365]","['백원바이크쓩 - 서울건대점', '백원바이크쓩 - 서울건대점']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [31], ""address"": {""sidoName"": ""서울"", ""gunName"": ""광진구"", ""dongName"": ""광나루로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 2}"
서울 광진구 광나루로 441 31 110000만원,200,0,88.1,3278,"[3030, 2894, 398, 2893, 703]","['로에케이크', '플레어에스프레소바', '백원바이크쓩 - 서울건대점', '플레어에스프레소바', '유캔두잇 구의강변점']","{""totalAmount"": 110000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [31], ""address"": {""sidoName"": ""서울"", ""gunName"": ""광진구"", ""dongName"": ""광나루로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 성수이로 2-1 42 200000만원,200,0,101.6,3277,"[3303, 3301, 3294, 3293, 3292]","['채팅 테스트', '크레딧노트 테스트 매장', 'test', 'ㅅㄷㄴㅅ', 'testt']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""성수이로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충남 부여군 남면 회동리 885-6 61 200000만원,200,0,78.8,3276,[],[],"{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [61], ""address"": {""sidoName"": ""충남"", ""gunName"": ""부여군"", ""dongName"": ""남면""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 수원시 권선구 서수원로 4 63 200000만원,200,0,101.8,3275,"[2050, 2540, 1146, 888, 1543]","['만화카페 정글북', '미쿡사람', '지니케이크', '정직하개', 'MOE:N(모엔)']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""수원시"", ""dongName"": ""권선구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 종로구 서순라길 3 63 200000만원,200,0,71.7,3274,"[2936, 2885, 1386, 1603, 1385]","['이든식당', '델피늄', '메디피아', '이든식당', '메디피아']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""종로구"", ""dongName"": ""서순라길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 광진구 능동로3가길 4 15 110000만원,200,1,86.0,3273,"[3300, 3279, 3278, 3273, 3268]","['테스트용', 'W', '내일', '1', 'ㄱ']","{""totalAmount"": 110000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""서울"", ""gunName"": ""광진구"", ""dongName"": ""능동로3가길""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 남여울1길 1 61 200000만원,200,0,76.5,3272,"[1697, 2567, 1489, 1410, 1857]","['벨루아', '돈발', 'ㅇ', '아워풀데이남양점', '스터디카페 드리밍']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [61], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""남여울1길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 남여울1길 3 68 200000만원,200,0,63.2,3271,"[1697, 2567, 1489, 1410, 1857]","['벨루아', '돈발', 'ㅇ', '아워풀데이남양점', '스터디카페 드리밍']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [68], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""남여울1길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 남여울1길 1 6 110000만원,200,0,67.5,3270,"[1697, 2567, 1489, 1410, 1857]","['벨루아', '돈발', 'ㅇ', '아워풀데이남양점', '스터디카페 드리밍']","{""totalAmount"": 110000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [6], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""남여울1길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 남여울1길 1 12 320000만원,200,1,86.8,3269,"[3295, 3272, 3271, 3270, 3269]","['1', 'ㄱ', 'ㅁㅁ', 'ㄱ', 'W']","{""totalAmount"": 320000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [12], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""남여울1길""}, ""exclusiveArea"": ""ANY"", ""option"": [""AUTO_OPERATE"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 2}"
서울 광진구 광나루로 441 43 200000만원,200,0,76.9,3268,"[3030, 2894, 398, 2893, 703]","['로에케이크', '플레어에스프레소바', '백원바이크쓩 - 서울건대점', '플레어에스프레소바', '유캔두잇 구의강변점']","{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [43], ""address"": {""sidoName"": ""서울"", ""gunName"": ""광진구"", ""dongName"": ""광나루로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충남 공주시 가나무정길 3 63 200000만원,200,0,67.8,3267,[],[],"{""totalAmount"": 200000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""충남"", ""gunName"": ""공주시"", ""dongName"": ""가나무정길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 성동구 강변북로 257 42 2400000만원,200,0,81.3,3266,"[3294, 3293, 3291, 3290, 3289]","['test', 'ㅅㄷㄴㅅ', 'testtest', 'ㅅㄷㄴㅅ', 'test']","{""totalAmount"": 2400000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""강변북로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
