sale_franchise_id,address,sub_category_id,takeover_amount,monthly_avg_sales,exclusive_area,is_franchise,is_non_premium,operation_period,worker_cnt,parking_cnt,is_employee_takeover,store_type,sales_time_type,premium,deposit,is_premium_payment,expected_id,sido_name,gun_name,dong_name
3293,서울 성동구 강변북로 257,61,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3293,서울,성동구,강변북로
3292,서울 성동구 성수일로 1,23,1400000,1200000,66.116,0,0,120,0,0,0,1,0,200000,1200000,0,3292,서울,성동구,성수일로
3291,서울 성동구 강변북로 257,23,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3291,서울,성동구,강변북로
3290,서울 성동구 강변북로 257,23,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3290,서울,성동구,강변북로
3289,서울 성동구 고산자로 12,18,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3289,서울,성동구,고산자로
3288,서울 성동구 강변북로 360,42,2400000,1200000,396.696,0,0,120,3,0,0,1,0,1200000,1200000,0,3288,서울,성동구,강변북로
3287,서울 성동구 강변북로 257,63,2400000,1200000,694.218,0,0,120,0,0,0,1,0,1200000,1200000,0,3287,서울,성동구,강변북로
3286,서울 성동구 강변북로 257,31,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3286,서울,성동구,강변북로
3285,서울 성동구 성수동1가 656-24,63,3300000,1200000,396.696,0,0,120,0,0,0,1,0,2100000,1200000,0,3285,서울,성동구,성수동1가
3284,서울 성동구 강변북로 257,61,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3284,서울,성동구,강변북로
3283,전북특별자치도 고창군 공음면 선동리 78,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3283,전북특별자치도,고창군,공음면
3282,서울 성동구 강변북로 257,30,1400000,12300000,429.754,0,0,20,0,0,0,1,0,200000,1200000,0,3282,서울,성동구,강변북로
3281,서울 성동구 강변북로 257,18,400000,1200000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3281,서울,성동구,강변북로
3280,서울 성동구 성수일로 1,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3280,서울,성동구,성수일로
3279,서울 광진구 광나루로 441,31,200000,100000,33.058,0,0,10,0,0,0,1,2,100000,100000,0,3279,서울,광진구,광나루로
3278,서울 광진구 광나루로 441,31,110000,100000,33.058,0,0,10,0,0,0,1,0,100000,10000,0,3278,서울,광진구,광나루로
3277,서울 성동구 성수이로 2-1,42,200000,100000,33.058,0,0,10,0,0,1,1,0,100000,100000,0,3277,서울,성동구,성수이로
3276,충남 부여군 남면 회동리 885-6,61,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3276,충남,부여군,남면
3275,경기 수원시 권선구 서수원로 4,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3275,경기,수원시,권선구
3274,서울 종로구 서순라길 3,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3274,서울,종로구,서순라길
3273,서울 광진구 능동로3가길 4,15,110000,100000,3.3058,0,0,40,0,0,0,1,0,100000,10000,0,3273,서울,광진구,능동로3가길
3272,경기 화성시 남여울1길 1,61,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3272,경기,화성시,남여울1길
3271,경기 화성시 남여울1길 3,68,200000,800000,33.058,0,0,10,0,0,0,2,0,100000,100000,0,3271,경기,화성시,남여울1길
3270,경기 화성시 남여울1길 1,6,110000,100000,33.058,0,0,10,0,0,0,1,0,10000,100000,0,3270,경기,화성시,남여울1길
3269,경기 화성시 남여울1길 1,12,320000,0,3.3058,0,0,10,0,3,0,1,2,100000,220000,0,3269,경기,화성시,남여울1길
3268,서울 광진구 광나루로 441,43,200000,100000,33.058,0,0,1,0,0,0,1,0,100000,100000,0,3268,서울,광진구,광나루로
3267,충남 공주시 가나무정길 3,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3267,충남,공주시,가나무정길
3266,서울 성동구 강변북로 257,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,12000001,0,3266,서울,성동구,강변북로
3265,서울 성동구 강변북로 257,63,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3265,서울,성동구,강변북로
3264,서울 성동구 가람길 46,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3264,서울,성동구,가람길
3263,서울 성동구 강변북로 257,18,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3263,서울,성동구,강변북로
3262,서울 성동구 광나루로 130,63,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3262,서울,성동구,광나루로
3261,서울 성동구 성수이로3길 5,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3261,서울,성동구,성수이로3길
3260,서울 성동구 강변북로 360,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3260,서울,성동구,강변북로
3259,서울 성동구 가람길 46,16,2400000,11200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3259,서울,성동구,가람길
3258,서울 성동구 강변북로 257,42,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3258,서울,성동구,강변북로
3257,서울 성동구 강변북로 360,16,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3257,서울,성동구,강변북로
3256,서울 성동구 강변북로 360,42,4200000,1200000,396.696,0,0,120,0,0,0,1,0,2100000,2100000,0,3256,서울,성동구,강변북로
3255,서울 성동구 강변북로 360,42,400000,1200000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3255,서울,성동구,강변북로
3254,서울 성동구 강변북로 360,18,1400000,1200000,396.696,0,0,120,0,3,0,1,0,200000,1200000,0,3254,서울,성동구,강변북로
3253,서울 성동구 강변북로 257,18,2400000,1200000,396.696,0,0,120,0,0,0,1,0,1200000,1200000,0,3253,서울,성동구,강변북로
3252,서울 성동구 강변북로 360,42,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3252,서울,성동구,강변북로
3251,서울 성동구 성수일로3길 1,40,200000,100000,33.058,0,0,10,1,0,0,1,0,100000,100000,0,3251,서울,성동구,성수일로3길
3250,서울 성동구 강변북로 257,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3250,서울,성동구,강변북로
3249,서울 성동구 성수이로 2,42,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3249,서울,성동구,성수이로
3248,서울 성동구 가람길 46,18,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3248,서울,성동구,가람길
3247,서울 성동구 강변북로 257,42,200000,200000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3247,서울,성동구,강변북로
3246,서울 성동구 가람길 46,42,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3246,서울,성동구,가람길
3245,서울 성동구 강변북로 257,42,200000,200000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3245,서울,성동구,강변북로
3244,서울 성동구 광나루로 76,18,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3244,서울,성동구,광나루로
3243,서울 성동구 강변북로 257,18,200000,0,33.058,0,0,10,0,0,1,1,0,100000,100000,0,3243,서울,성동구,강변북로
3242,서울 성동구 강변북로 257,18,200000,0,33.058,0,0,10,0,0,1,1,0,100000,100000,0,3242,서울,성동구,강변북로
3241,서울 강남구 가로수길 9,18,1000000,10000000,165.29,0,0,50,2,1,0,1,0,500000,500000,0,3241,서울,강남구,가로수길
3240,서울 성동구 강변북로 257,63,240000,500000,165.29,0,0,12,1,0,0,1,0,120000,120000,0,3240,서울,성동구,강변북로
3239,서울 광진구 광나루로 441,68,100000,100000,33.058,0,1,2,0,0,0,1,0,0,100000,0,3239,서울,광진구,광나루로
3238,서울 성동구 강변북로 257,63,32000000,0,330.58,0,0,5,1,0,0,1,4,2000000,30000000,0,3238,서울,성동구,강변북로
3237,충남 부여군 구룡면 구룡로 207,63,400000,200000,66.116,1,0,20,0,1,0,1,0,200000,200000,0,3237,충남,부여군,구룡면
3236,인천 남동구 간석로 1,17,1010000000,123123,330.58,0,0,10,2,2,0,3,0,1000000000,10000000,0,3236,인천,남동구,간석로
3235,충남 부여군 외산면 반교리 83-2,63,40000000,100000,66.116,1,0,10,1,1,0,2,1,20000000,20000000,1,3235,충남,부여군,외산면
3234,서울 중구 난계로 127,37,50010000,20000,33.058,1,0,1,0,3,0,1,0,50000000,10000,0,3234,서울,중구,난계로
3233,서울 종로구 경교장길 5,42,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3233,서울,종로구,경교장길
3232,서울 종로구 경교장길 5,37,200000,100000,33.058,1,0,10,3,3,0,1,3,100000,100000,0,3232,서울,종로구,경교장길
3231,서울 종로구 경교장길 5,30,200000,100000,33.058,1,0,10,0,3,0,1,0,100000,100000,0,3231,서울,종로구,경교장길
3230,부산 서구 감천로 217-12,35,30000000,100000,33.058,0,0,10,0,0,0,1,0,5000000,25000000,0,3230,부산,서구,감천로
3229,부산 서구 감천로 217-10,35,25000000,100000,33.058,0,0,1,0,0,0,1,0,5000000,20000000,0,3229,부산,서구,감천로
3228,서울 광진구 능동로 7,30,200000,10000,3.3058,0,0,10,0,0,0,1,0,100000,100000,0,3228,서울,광진구,능동로
3227,경기 수원시 영통구 광교로 66,41,200000,100000,33.058,1,0,10,0,0,0,1,0,100000,100000,0,3227,경기,수원시,영통구
3226,인천 남동구 간석로 2,17,400000,120000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3226,인천,남동구,간석로
3225,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3225,인천,남동구,경원대로
3224,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3224,인천,남동구,경원대로
3223,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3223,인천,남동구,경원대로
3222,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3222,인천,남동구,경원대로
3221,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3221,인천,남동구,경원대로
3220,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3220,인천,남동구,경원대로
3219,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3219,인천,남동구,경원대로
3218,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3218,인천,남동구,경원대로
3217,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3217,인천,남동구,경원대로
3216,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3216,인천,남동구,경원대로
3215,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3215,인천,남동구,경원대로
3214,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3214,인천,남동구,경원대로
3213,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3213,인천,남동구,경원대로
3212,인천 남동구 경원대로 933,17,400000,100000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3212,인천,남동구,경원대로
3211,인천 남동구 간석로 2,17,400000,10000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3211,인천,남동구,간석로
3210,인천 남동구 간석로 2,17,400000,10000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3210,인천,남동구,간석로
3209,인천 남동구 간석로 2,17,400000,10000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3209,인천,남동구,간석로
3208,인천 남동구 간석로 2,17,400000,10000,66.116,0,0,20,0,0,0,1,0,200000,200000,0,3208,인천,남동구,간석로
3207,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3207,인천,남동구,간석로
3206,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3206,인천,남동구,간석로
3205,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3205,인천,남동구,간석로
3204,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3204,인천,남동구,간석로
3203,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3203,인천,남동구,간석로
3202,인천 남동구 간석로 14,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3202,인천,남동구,간석로
3201,인천 남동구 간석로 2,17,400000,100000,66.116,0,0,10,0,0,0,1,0,200000,200000,0,3201,인천,남동구,간석로
3200,인천 남동구 간석로 2,17,400000,100000,66.116,0,0,10,0,0,0,1,0,200000,200000,0,3200,인천,남동구,간석로
3199,인천 남동구 간석로 3,17,400000,100000,33.058,0,0,10,0,0,0,1,0,200000,200000,0,3199,인천,남동구,간석로
3198,인천 남동구 간석로 3,17,400000,100000,33.058,0,0,10,0,0,0,1,0,200000,200000,0,3198,인천,남동구,간석로
3197,인천 남동구 간석로 3,17,400000,100000,33.058,0,0,10,0,0,0,1,0,200000,200000,0,3197,인천,남동구,간석로
3196,인천 남동구 간석로 3,17,400000,100000,33.058,0,0,10,0,0,0,1,0,200000,200000,0,3196,인천,남동구,간석로
3195,인천 남동구 간석로 3,17,400000,100000,33.058,0,0,10,0,0,0,1,0,200000,200000,0,3195,인천,남동구,간석로
3194,인천 남동구 간석로 2,17,400000,10000,33.058,0,0,20,1,1,0,1,0,200000,200000,0,3194,인천,남동구,간석로
3193,인천 남동구 간석로 2,17,400000,10000,33.058,0,0,20,1,1,0,1,0,200000,200000,0,3193,인천,남동구,간석로
3192,인천 남동구 간석로 2,17,400000,10000,33.058,0,0,20,1,1,0,1,0,200000,200000,0,3192,인천,남동구,간석로
3191,인천 남동구 간석로 10,17,400000,20000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3191,인천,남동구,간석로
3190,충남 부여군 구룡면 구룡로 106-1,63,400000,100000,33.058,1,0,20,0,0,0,1,0,200000,200000,0,3190,충남,부여군,구룡면
3189,충남 부여군 구룡면 죽교리 134-6,63,400000,10000,33.058,1,0,20,0,1,0,1,0,200000,200000,0,3189,충남,부여군,구룡면
3188,충남 부여군 구룡면 구룡로 106-1,63,400000,10000,33.058,1,0,20,0,0,0,1,0,200000,200000,0,3188,충남,부여군,구룡면
3187,충남 부여군 구룡면 구룡로 106-1,63,400000,100000,33.058,1,0,20,1,1,0,1,0,200000,200000,0,3187,충남,부여군,구룡면
3186,충남 부여군 구룡면 용당리 538-1,63,400000,100000,33.058,1,0,20,1,1,0,1,0,200000,200000,0,3186,충남,부여군,구룡면
3185,충남 부여군 구룡면 죽교리 130-8,63,400000,100000,33.058,1,0,20,1,1,0,1,0,200000,200000,0,3185,충남,부여군,구룡면
3184,충남 부여군 임천면 가림로 502,63,600000,100000,33.058,1,0,10,1,1,0,1,0,300000,300000,0,3184,충남,부여군,임천면
3183,충남 부여군 구룡면 구룡로 220,63,600000,100000,33.058,1,0,20,1,1,0,1,0,300000,300000,0,3183,충남,부여군,구룡면
3182,강원특별자치도 횡성군 갑천면 매일리 592-13,30,600000,100000,33.058,0,0,30,0,0,0,1,0,300000,300000,0,3182,강원특별자치도,횡성군,갑천면
3181,강원특별자치도 횡성군 갑천면 갑천로 9-22,30,600000,100000,66.116,0,0,30,1,1,0,1,0,300000,300000,0,3181,강원특별자치도,횡성군,갑천면
3180,강원특별자치도 횡성군 강림면 강림길 6,30,800000,100000,33.058,0,0,10,1,1,0,1,0,400000,400000,0,3180,강원특별자치도,횡성군,강림면
3179,강원특별자치도 횡성군 공근면 가곡로 10,30,1000000,100000,33.058,0,0,10,0,1,0,1,0,500000,500000,0,3179,강원특별자치도,횡성군,공근면
3178,서울 광진구 강변북로 2180,63,600000,100000,33.058,1,0,20,1,1,0,1,0,300000,300000,1,3178,서울,광진구,강변북로
3177,서울 광진구 구의로 3,63,1000000,200000,33.058,1,0,20,1,1,0,1,0,500000,500000,0,3177,서울,광진구,구의로
3176,서울 광진구 구의로 3,63,1000000,200000,33.058,1,0,20,1,1,0,1,0,500000,500000,0,3176,서울,광진구,구의로
3175,서울 광진구 구의강변로 11,63,1000000,100000,66.116,1,0,20,0,0,0,1,0,500000,500000,0,3175,서울,광진구,구의강변로
3174,서울 광진구 강변북로 2160,63,1000000,100000,33.058,1,0,20,0,0,0,1,0,500000,500000,0,3174,서울,광진구,강변북로
3173,서울 광진구 능동로 7,30,200000,100000,33.058,1,0,10,0,0,0,1,3,100000,100000,0,3173,서울,광진구,능동로
3172,서울 성동구 강변북로 360,63,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3172,서울,성동구,강변북로
3171,서울 성동구 가람길 110,63,200000,100000,33.058,0,0,10,0,0,0,1,3,100000,100000,0,3171,서울,성동구,가람길
3170,서울 종로구 종로 14,42,1000000,100000,33.058,0,0,20,0,0,0,1,0,500000,500000,0,3170,서울,종로구,종로
3169,서울 광진구 구천면로 2,63,1000000,100000,33.058,1,0,20,1,1,0,1,0,500000,500000,0,3169,서울,광진구,구천면로
3168,서울 광진구 강변북로 2202,63,1000000,100000,33.058,1,0,20,0,0,0,1,0,500000,500000,0,3168,서울,광진구,강변북로
3167,대구 서구 가르뱅이로 38,14,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3167,대구,서구,가르뱅이로
3166,대구 서구 가르뱅이로 42,14,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3166,대구,서구,가르뱅이로
3165,서울 종로구 북촌로 31-4,42,200000,0,33.058,0,0,10,3,0,0,1,0,100000,100000,0,3165,서울,종로구,북촌로
3164,대구 서구 가르뱅이로 39,14,400000,100000,3.3058,0,0,20,1,1,0,1,0,200000,200000,0,3164,대구,서구,가르뱅이로
3163,서울 광진구 능동로3길 45,63,200000,100000,33.058,1,0,10,0,3,0,1,0,100000,100000,0,3163,서울,광진구,능동로3길
3162,서울 광진구 능동로 7,63,200000,100000,33.058,1,0,10,0,3,0,1,0,100000,100000,0,3162,서울,광진구,능동로
3161,서울 광진구 능동로 7,63,200000,100000,33.058,1,0,10,0,3,0,1,0,100000,100000,0,3161,서울,광진구,능동로
3160,서울 광진구 능동로 7,63,200000,100000,33.058,1,0,10,0,3,0,1,0,100000,100000,0,3160,서울,광진구,능동로
3159,서울 종로구 경교장길 5,42,200000,100000,33.058,0,0,10,0,3,0,1,0,100000,100000,0,3159,서울,종로구,경교장길
3158,서울 종로구 삼봉로 95,42,200000,100000,33.058,0,0,10,0,3,0,1,1,100000,100000,0,3158,서울,종로구,삼봉로
3157,광주 북구 각화대로 5,37,200000,100000,33.058,1,0,10,0,0,0,1,0,100000,100000,0,3157,광주,북구,각화대로
3156,서울 중구 난계로 129-13,63,200000,100000,33.058,0,0,10,0,0,0,1,3,100000,100000,0,3156,서울,중구,난계로
3155,서울 중구 난계로 129-13,63,200000,100000,33.058,0,0,10,0,0,0,1,3,100000,100000,0,3155,서울,중구,난계로
3154,서울 중구 난계로 127-1,63,200000,100000,33.058,0,0,10,0,0,0,1,3,100000,100000,0,3154,서울,중구,난계로
3153,서울 중구 난계로 127-1,63,200000,100000,33.058,0,0,10,0,0,0,1,3,100000,100000,0,3153,서울,중구,난계로
3152,서울 종로구 경교장길 5,42,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3152,서울,종로구,경교장길
3151,서울 종로구 경교장길 5,42,200000,100000,33.058,0,0,10,0,0,1,1,0,100000,100000,0,3151,서울,종로구,경교장길
3150,대구 달성군 가창면 가창동로 67,37,600000,10000,33.058,0,0,20,1,1,0,1,0,300000,300000,0,3150,대구,달성군,가창면
3149,대구 달성군 하빈면 강변대로 9,37,600000,10000,99.174,0,0,30,1,1,0,1,0,300000,300000,0,3149,대구,달성군,하빈면
3148,대구 달성군 유가읍 가태안길 15,37,600000,200000,99.174,0,0,30,1,1,0,1,0,300000,300000,0,3148,대구,달성군,유가읍
3147,대구 달성군 하빈면 강변대로 9,37,600000,20000,99.174,0,0,30,1,1,0,2,1,300000,300000,0,3147,대구,달성군,하빈면
3146,대구 달성군 가창면 가창동로 5,37,600000,100000,99.174,0,0,30,1,1,0,1,0,300000,300000,0,3146,대구,달성군,가창면
3145,울산 중구 가구거리 2,63,600000,200000,99.174,0,0,30,1,1,0,1,0,300000,300000,0,3145,울산,중구,가구거리
3144,울산 중구 가구거리 3-1,63,600000,100000,33.058,0,0,20,0,0,0,1,0,300000,300000,0,3144,울산,중구,가구거리
3143,제주특별자치도 서귀포시 안덕면 감산서로 2,61,200000,100000,33.058,0,0,10,0,3,0,2,1,100000,100000,0,3143,제주특별자치도,서귀포시,안덕면
3142,제주특별자치도 서귀포시 가가로 14,61,200000,100000,33.058,0,0,10,0,4,0,1,0,100000,100000,0,3142,제주특별자치도,서귀포시,가가로
3141,제주특별자치도 서귀포시 표선면 가마행남로 2,18,200000,100000,33.058,0,0,10,1,1,0,1,0,100000,100000,0,3141,제주특별자치도,서귀포시,표선면
3140,제주특별자치도 서귀포시 표선면 가마병풍로 4-1,41,400000,10000,33.058,0,0,20,0,0,0,1,0,200000,200000,0,3140,제주특별자치도,서귀포시,표선면
3139,제주특별자치도 서귀포시 표선면 가마가흥로 5,28,200000,10000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3139,제주특별자치도,서귀포시,표선면
3138,울산 울주군 두동면 계당길 10,37,1000000,100000,33.058,1,0,20,1,1,0,1,0,500000,500000,0,3138,울산,울주군,두동면
3137,울산 울주군 두동면 계당길 20,37,1000000,10000,33.058,1,0,20,2,1,0,1,1,500000,500000,0,3137,울산,울주군,두동면
3136,강원특별자치도 횡성군 갑천면 갑천로 9-70,30,1200000,20000,66.116,0,0,20,1,1,0,1,0,600000,600000,0,3136,강원특별자치도,횡성군,갑천면
3135,부산 해운대구 명장로67번길 33-22,42,800000,20000,33.058,0,0,20,0,0,0,1,0,400000,400000,0,3135,부산,해운대구,명장로67번길
3134,강원특별자치도 홍천군 남면 가두둑길 3,42,1200000,100000,66.116,0,0,20,1,1,0,1,0,600000,600000,0,3134,강원특별자치도,홍천군,남면
3133,부산 영도구 감지길 15,16,1100000,20000,66.116,0,0,20,1,1,0,1,1,550000,550000,0,3133,부산,영도구,감지길
3132,서울 종로구 경교장길 8,37,800000,100000,33.058,1,0,20,1,1,0,1,1,400000,400000,0,3132,서울,종로구,경교장길
3131,서울 종로구 계동길 11,37,800000,30000,33.058,1,0,10,1,1,0,1,1,400000,400000,0,3131,서울,종로구,계동길
3130,서울 종로구 계동길 5,37,800000,100000,33.058,1,0,20,0,0,0,1,0,400000,400000,0,3130,서울,종로구,계동길
3129,서울 종로구 경교장1길 3,37,800000,100000,33.058,1,0,20,2,1,0,1,1,400000,400000,0,3129,서울,종로구,경교장1길
3128,서울 종로구 종로 6,37,800000,20000,33.058,1,0,20,1,1,0,1,0,400000,400000,0,3128,서울,종로구,종로
3127,서울 종로구 삼봉로 98,37,800000,30000,66.116,1,0,2,1,2,0,1,1,400000,400000,0,3127,서울,종로구,삼봉로
3126,서울 종로구 종로 14,37,800000,300000,33.058,1,0,2,1,1,0,1,0,400000,400000,1,3126,서울,종로구,종로
3125,서울 종로구 경희궁길 6-3,37,800000,100000,33.058,1,0,20,2,2,0,1,0,400000,400000,0,3125,서울,종로구,경희궁길
3124,서울 종로구 경교장길 35,37,800000,400000,66.116,1,0,20,2,2,0,1,0,400000,400000,0,3124,서울,종로구,경교장길
3123,서울 종로구 경교장길 35,37,800000,400000,66.116,1,0,20,2,2,0,1,0,400000,400000,0,3123,서울,종로구,경교장길
3122,서울 종로구 경교장1길 9,37,800000,400000,99.174,1,0,20,2,2,0,1,0,400000,400000,0,3122,서울,종로구,경교장1길
3121,서울 종로구 경교장길 35,37,600000,300000,33.058,1,0,20,2,2,0,1,1,300000,300000,0,3121,서울,종로구,경교장길
3120,서울 종로구 종로 19,37,600000,400000,33.058,1,0,20,2,2,0,1,2,300000,300000,0,3120,서울,종로구,종로
3119,서울 종로구 경교장길 8,37,600000,300000,33.058,1,0,20,1,1,0,1,1,300000,300000,0,3119,서울,종로구,경교장길
3118,경기 화성시 남여울1길 1,13,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3118,경기,화성시,남여울1길
3117,서울 광진구 강변역로 10,10,200000,300000,33.058,0,0,10,3,4,0,1,3,100000,100000,0,3117,서울,광진구,강변역로
3116,경기 화성시 남여울1길 1,61,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3116,경기,화성시,남여울1길
3115,경기 화성시 남여울1길 1,13,200000,100000,33.058,0,0,10,0,3,0,1,0,100000,100000,0,3115,경기,화성시,남여울1길
3114,서울 광진구 광나루로 441,23,200000,100000,33.058,0,0,10,3,0,0,1,0,100000,100000,0,3114,서울,광진구,광나루로
3113,경기 화성시 남여울1길 1,61,200000,100000,33.058,0,0,10,0,0,0,1,0,100000,100000,0,3113,경기,화성시,남여울1길
