label,status,hit,latency_ms,expected_id,top5_ids,top5_names,used_payload_json
"부산 남구 용소로19번길 한식 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,76.1,168,"[2791, 2849, 2940, 168]","['고기삼촌 정육점', '공실', '더-브릿지', '타이페이키친']","{""totalAmount"": 10000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""남구"", ""dongName"": ""용소로19번길""}, ""addressLabel"": ""부산 남구 용소로19번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"광주 서구 쌍촌동 패스트푸드 1억 이하 10평 미만 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,62.2,196,[196],['잇벌트'],"{""totalAmount"": 1000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""광주"", ""gunName"": ""서구"", ""dongName"": ""쌍촌동""}, ""addressLabel"": ""광주 서구 쌍촌동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""패스트푸드""}"
"충남 서산시 해미면 커피 1~3억 30평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,291.4,219,[219],['이디야커피'],"{""totalAmount"": 20000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""서산시"", ""dongName"": ""해미면""}, ""addressLabel"": ""충남 서산시 해미면"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"경북 안동시 반변천로 한식 1~3억 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,84.2,227,[227],['얌샘김밥안동용상점'],"{""totalAmount"": 14000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경북"", ""gunName"": ""안동시"", ""dongName"": ""반변천로""}, ""addressLabel"": ""경북 안동시 반변천로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"서울 동대문구 한천로58길 한식 1억 이하 10평 미만 직원 승계 가능매장, 양도 즉시가능 매장",200,1,74.9,232,"[2968, 232]","['오늘돈까스 장안점', '김치찜의 명가 고집']","{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""동대문구"", ""dongName"": ""한천로58길""}, ""addressLabel"": ""서울 동대문구 한천로58길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"경남 김해시 분성로 커피 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,81.4,233,"[645, 107, 229, 233, 2023]","['치킨신드롬', '바사삭 치킨강정 ', '댕포유', '샌드쿠킹', '호랑반점']","{""totalAmount"": 5600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경남"", ""gunName"": ""김해시"", ""dongName"": ""분성로""}, ""addressLabel"": ""경남 김해시 분성로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"전북 군산시 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상",200,1,59.3,239,[239],['파티시에르'],"{""totalAmount"": 9800, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""전북"", ""gunName"": ""군산시"", ""dongName"": """"}, ""addressLabel"": ""전북 군산시"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""제과제빵""}"
"경기 평택시 송탄로 치킨 1억 이하 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,77.5,245,"[2513, 2201, 1862, 419, 245]","['앤트뷰티살롱', '주식회사 발걸음텔레콤', '167도시카츠', '한식집', '꼬꼬가꼬꼬']","{""totalAmount"": 4000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""평택시"", ""dongName"": ""송탄로""}, ""addressLabel"": ""경기 평택시 송탄로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}"
"대구 달서구 상원로 피자 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,73.3,252,"[2566, 1850, 1906, 252, 464]","['크레이브피자', '미정', '꾸꾸삼겹 진천점 ', '피자요 상인점', '아임프룻']","{""totalAmount"": 5400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""달서구"", ""dongName"": ""상원로""}, ""addressLabel"": ""대구 달서구 상원로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""피자""}"
"충남 아산시 용화로12번길 한식 1억 이하 30평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,84.1,256,"[2588, 702, 2720, 256, 550]","['옐로우스푼 배방점', '만석돼지양념구이', '냉면장인임사부배방탕정점', '맛올 용화점', '아산천복순대국밥 ']","{""totalAmount"": 6600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""아산시"", ""dongName"": ""용화로12번길""}, ""addressLabel"": ""충남 아산시 용화로12번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"제주특별자치도 제주시 한경면 커피 1~3억 30평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,61.9,258,"[3304, 258]","['제주 테스트', '스톤그레이']","{""totalAmount"": 21000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""제주특별자치도"", ""gunName"": ""제주시"", ""dongName"": ""한경면""}, ""addressLabel"": ""제주특별자치도 제주시 한경면"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"충북 청주시 흥덕구 치킨 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,95.1,263,"[1233, 1178, 1414, 1093, 263]","['청주 문화제조창(시청사) 원더아리아 분식코너', '카레식당', '단골가계', '아로마포레스트', '새우치킨점']","{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""흥덕구""}, ""addressLabel"": ""충북 청주시 흥덕구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}"
"대전 중구 태평동 한식 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,53.7,268,"[466, 268]","['떡볶이 참 잘하는집 떡참', '오늘제육']","{""totalAmount"": 5000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""중구"", ""dongName"": ""태평동""}, ""addressLabel"": ""대전 중구 태평동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"전남 순천시 북정2길 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,62.7,283,[283],['덴덴하코 베이크하우스'],"{""totalAmount"": 9000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""전남"", ""gunName"": ""순천시"", ""dongName"": ""북정2길""}, ""addressLabel"": ""전남 순천시 북정2길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""제과제빵""}"
"충남 천안시 서북구 피자 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,91.6,295,"[2470, 894, 2025, 2975, 295]","['카페츄츄', '마이,디어', '우토리', '일도기 천안청당점', '활짝피자']","{""totalAmount"": 4000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""천안시"", ""dongName"": ""서북구""}, ""addressLabel"": ""충남 천안시 서북구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""피자""}"
"경남 진주시 가호로 한식 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,81.8,298,"[298, 784]","['인생국물닭발', '호빵STEAM카케어']","{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경남"", ""gunName"": ""진주시"", ""dongName"": ""가호로""}, ""addressLabel"": ""경남 진주시 가호로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"대전 유성구 궁동 한식 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,73.0,310,"[1292, 2174, 1890, 2988, 310]","['당근pc', '생대목', '바다양푼이동태탕 자운점', '봉명탕후루카페', '청년찌개 대전충남대점 ']","{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""유성구"", ""dongName"": ""궁동""}, ""addressLabel"": ""대전 유성구 궁동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"대구 남구 대명동 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,78.1,312,[312],['아르떼케이크'],"{""totalAmount"": 1200, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""남구"", ""dongName"": ""대명동""}, ""addressLabel"": ""대구 남구 대명동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""제과제빵""}"
"대구 북구 구암동 의류/패션 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,81.7,313,"[1320, 699, 313]","['태평족발', '니꽃샐러드', '베리페리']","{""totalAmount"": 3400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""북구"", ""dongName"": ""구암동""}, ""addressLabel"": ""대구 북구 구암동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""의류/패션""}"
"부산 중구 대영로 치킨 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,79.5,316,"[316, 2034]","['비비큐', '카페 새벽']","{""totalAmount"": 6000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""중구"", ""dongName"": ""대영로""}, ""addressLabel"": ""부산 중구 대영로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}"
"충북 청주시 상당구 커피 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,100.5,342,"[2958, 342, 1233, 1208, 1178]","['자유의커피 무인카페', 'Z와플커피', '청주 문화제조창(시청사) 원더아리아 분식코너', '노티스', '카레식당']","{""totalAmount"": 6000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""상당구""}, ""addressLabel"": ""충북 청주시 상당구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"경기 용인시 수지구 기타서비스 1억 이하 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,69.0,346,"[2438, 1692, 2957, 346, 2798]","['알찬하루', '알찬하루', '도노', '스테이수지', '도노']","{""totalAmount"": 8000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""용인시"", ""dongName"": ""수지구""}, ""addressLabel"": ""경기 용인시 수지구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""기타서비스""}"
"서울 서대문구 명지대3길 서양식 1억 이하 10평 미만 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,95.5,347,"[3102, 347, 2726, 2755, 2900]","['ㅋㅋㅋㅋㅋ', '돼지게티 남가좌점', '메이커', '안다르커피', '태왁']","{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""서대문구"", ""dongName"": ""명지대3길""}, ""addressLabel"": ""서울 서대문구 명지대3길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""서양식""}"
