payload_json,expected_id,search_label
"{""totalAmount"": 10000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""남구"", ""dongName"": ""용소로19번길""}, ""addressLabel"": ""부산 남구 용소로19번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",168,"부산 남구 용소로19번길 한식 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 1000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""광주"", ""gunName"": ""서구"", ""dongName"": ""쌍촌동""}, ""addressLabel"": ""광주 서구 쌍촌동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""패스트푸드""}",196,"광주 서구 쌍촌동 패스트푸드 1억 이하 10평 미만 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 20000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""서산시"", ""dongName"": ""해미면""}, ""addressLabel"": ""충남 서산시 해미면"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}",219,"충남 서산시 해미면 커피 1~3억 30평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 14000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경북"", ""gunName"": ""안동시"", ""dongName"": ""반변천로""}, ""addressLabel"": ""경북 안동시 반변천로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",227,"경북 안동시 반변천로 한식 1~3억 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""동대문구"", ""dongName"": ""한천로58길""}, ""addressLabel"": ""서울 동대문구 한천로58길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",232,"서울 동대문구 한천로58길 한식 1억 이하 10평 미만 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 5600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경남"", ""gunName"": ""김해시"", ""dongName"": ""분성로""}, ""addressLabel"": ""경남 김해시 분성로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}",233,"경남 김해시 분성로 커피 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 9800, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""전북"", ""gunName"": ""군산시"", ""dongName"": """"}, ""addressLabel"": ""전북 군산시"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""제과제빵""}",239,"전북 군산시 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상"
"{""totalAmount"": 4000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""평택시"", ""dongName"": ""송탄로""}, ""addressLabel"": ""경기 평택시 송탄로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}",245,"경기 평택시 송탄로 치킨 1억 이하 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 5400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""달서구"", ""dongName"": ""상원로""}, ""addressLabel"": ""대구 달서구 상원로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""피자""}",252,"대구 달서구 상원로 피자 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 6600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""아산시"", ""dongName"": ""용화로12번길""}, ""addressLabel"": ""충남 아산시 용화로12번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",256,"충남 아산시 용화로12번길 한식 1억 이하 30평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 21000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""제주특별자치도"", ""gunName"": ""제주시"", ""dongName"": ""한경면""}, ""addressLabel"": ""제주특별자치도 제주시 한경면"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}",258,"제주특별자치도 제주시 한경면 커피 1~3억 30평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""흥덕구""}, ""addressLabel"": ""충북 청주시 흥덕구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}",263,"충북 청주시 흥덕구 치킨 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 5000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""중구"", ""dongName"": ""태평동""}, ""addressLabel"": ""대전 중구 태평동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",268,"대전 중구 태평동 한식 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 9000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""전남"", ""gunName"": ""순천시"", ""dongName"": ""북정2길""}, ""addressLabel"": ""전남 순천시 북정2길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""제과제빵""}",283,"전남 순천시 북정2길 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 4000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""천안시"", ""dongName"": ""서북구""}, ""addressLabel"": ""충남 천안시 서북구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""피자""}",295,"충남 천안시 서북구 피자 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경남"", ""gunName"": ""진주시"", ""dongName"": ""가호로""}, ""addressLabel"": ""경남 진주시 가호로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",298,"경남 진주시 가호로 한식 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""유성구"", ""dongName"": ""궁동""}, ""addressLabel"": ""대전 유성구 궁동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",310,"대전 유성구 궁동 한식 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 1200, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""남구"", ""dongName"": ""대명동""}, ""addressLabel"": ""대구 남구 대명동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""제과제빵""}",312,"대구 남구 대명동 제과제빵 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 3400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""북구"", ""dongName"": ""구암동""}, ""addressLabel"": ""대구 북구 구암동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""의류/패션""}",313,"대구 북구 구암동 의류/패션 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 6000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""중구"", ""dongName"": ""대영로""}, ""addressLabel"": ""부산 중구 대영로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""치킨""}",316,"부산 중구 대영로 치킨 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 6000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""상당구""}, ""addressLabel"": ""충북 청주시 상당구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}",342,"충북 청주시 상당구 커피 1억 이하 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 8000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""용인시"", ""dongName"": ""수지구""}, ""addressLabel"": ""경기 용인시 수지구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""기타서비스""}",346,"경기 용인시 수지구 기타서비스 1억 이하 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장"
"{""totalAmount"": 7000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""서대문구"", ""dongName"": ""명지대3길""}, ""addressLabel"": ""서울 서대문구 명지대3길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""서양식""}",347,"서울 서대문구 명지대3길 서양식 1억 이하 10평 미만 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 20000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""중구"", ""dongName"": ""중앙대로""}, ""addressLabel"": ""대구 중구 중앙대로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""기타서비스""}",362,"대구 중구 중앙대로 기타서비스 1~3억 40평 이상 직원 승계 가능매장, 영업기간 1년 이상"
"{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""공항대로""}, ""addressLabel"": ""서울 강서구 공항대로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""주점""}",383,"서울 강서구 공항대로 주점 1억 이하 10평 미만 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 2020, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""공항대로""}, ""addressLabel"": ""서울 강서구 공항대로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""중식""}",384,"서울 강서구 공항대로 중식 1억 이하 10평 미만 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 10000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경북"", ""gunName"": ""경주시"", ""dongName"": ""북군길""}, ""addressLabel"": ""경북 경주시 북군길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}",388,"경북 경주시 북군길 커피 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"
"{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""마포구"", ""dongName"": ""홍익로2길""}, ""addressLabel"": ""서울 마포구 홍익로2길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}",402,"서울 마포구 홍익로2길 한식 1억 이하 10평 이상 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"
